OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUse(kBtu),Outlier,TotalGHGEmissions
1,2015,NonResidential,Hotel,Mayflower Park Hotel,98101,7,Downtown,47.61219025,-122.33799744,1927,1.0,12.0,88434,0,88434,Hotel,88434.0,,,,,65.0,6981428.0,,249.43
2,2015,NonResidential,Hotel,Paramount Hotel,98101,7,Downtown,47.61310583,-122.33335756,1996,1.0,11.0,103566,15064,88502,Hotel,83880.0,Parking,15064.0,Restaurant,4622.0,51.0,8354235.0,,263.51
3,2015,NonResidential,Hotel,Westin Hotel,98101,7,Downtown,47.61334897,-122.33769944,1969,1.0,41.0,961990,0,961990,Hotel,757243.0,Parking,100000.0,Swimming Pool,,18.0,73130656.0,,2061.48
5,2015,NonResidential,Hotel,Hotel Max,98101,7,Downtown,47.61421585,-122.33660889,1926,1.0,10.0,61320,0,61320,Hotel,61320.0,,,,,1.0,28229320.0,High Outlier,1936.34
9,2015,Nonresidential COS,Other,West Precinct (Seattle Police),98101,7,Downtown,47.6164389,-122.33676431,1999,1.0,2.0,97288,37198,60090,Police Station,88830.0,,,,,,12051984.0,,304.62
10,2015,NonResidential,Hotel,Camlin Worldmark Hotel,98101,7,Downtown,47.6141141,-122.33274086,1926,1.0,11.0,83008,0,83008,Hotel,81352.0,,,,,25.0,6252842.0,,208.46
11,2015,NonResidential,Other,Paramount Theater,98101,7,Downtown,47.61290234,-122.33130949,1926,1.0,8.0,102761,0,102761,Other - Entertainment/Public Assembly,102761.0,,,,,,6426022.0,,199.99
12,2015,NonResidential,Hotel,Courtyard By Marriott - Alaska Bldg Seattle,98104,7,Downtown,47.60258934,-122.33255325,1904,1.0,15.0,163984,0,163984,Hotel,163984.0,,,,,46.0,12633744.0,,331.61
15,2015,NonResidential,Hotel,Hotel Monaco,98101,7,Downtown,47.60712147,-122.33431932,1969,1.0,11.0,153163,19279,133884,,,,,,,48.0,14719853.0,,576.63
16,2015,NonResidential,Hotel,W Seattle Hotel,98101,7,Downtown,47.60718204,-122.33347215,1998,1.0,25.0,333176,61161,272015,Hotel,336640.0,,,,,32.0,27717026.0,,723.4
17,2015,NonResidential,Hotel,Executive Pacific Plaza,98104,7,Downtown,47.60709939,-122.33310536,1928,1.0,9.0,65009,0,65009,Hotel,65009.0,,,,,39.0,6807227.0,,334.87
19,2015,NonResidential,Hotel,Hotel Vintage Park,98101,7,Downtown,47.60761642,-122.3323288,1922,1.0,11.0,67390,0,67390,,,,,,,14.0,10711451.0,,486.25
21,2015,Nonresidential COS,Other,Seattle Central Library,98104,7,Downtown,47.60667501,-122.33226425,2004,1.0,11.0,412000,57000,355000,Library,364913.0,Parking,49000.0,Data Center,1074.0,,16849234.0,,166.84
23,2015,NonResidential,Hotel,Renaissance Madison Hotel,98104,7,Downtown,47.60656003,-122.33063632,1983,1.0,28.0,416281,85000,331281,Hotel,348329.0,Parking,85000.0,,,30.0,33270518.0,,755.12
24,2015,NonResidential,Mixed Use Property,Rainier Club (Historical Landmark),98104,7,Downtown,47.60552597,-122.33163032,1907,1.0,5.0,57452,0,57452,Social/Meeting Hall,16442.0,Restaurant,15505.0,Office,9741.0,,7481768.0,,265.5
25,2015,NonResidential,Hotel,Double Tree Arctic Club Hotel - Seattle,98104,7,Downtown,47.60397899,-122.3320576,1916,1.0,10.0,104352,0,104352,,,,,,,83.0,7845112.0,,411.22
26,2015,NonResidential,Other,King County Courthouse,98104,7,Downtown,47.60264587,-122.33052826,1916,1.0,10.0,540360,0,540360,Courthouse,537150.0,,,,,67.0,53332648.0,,1596.08
27,2015,NonResidential,Other,King County Correctional Facility,98104,3,Downtown,47.60355377,-122.32830048,1985,1.0,19.0,385274,0,385274,Other,385274.0,,,,,,50899248.0,,1795.42
28,2015,SPS-District K-12,K-12 School,Graham Hill Elementary School (Sps-District),98118,2,Southeast,47.54570136,-122.2685843,1961,1.0,2.0,56228,0,56228,K-12 School,58320.0,,,,,96.0,1454222.0,,35.17
29,2015,NonResidential,Hotel,Watertown Hotel,98105,4,Northeast,47.65953281,-122.3173925,2001,1.0,6.0,88592,30586,58006,Hotel,58006.0,Parking,30586.0,,,85.0,3880806.0,,102.08
30,2015,NonResidential,University,Cornish (Main Campus Center),98121,7,Downtown,47.61839333,-122.3369292,1928,1.0,7.0,126593,0,126593,College/University,125000.0,,,,,,9791557.0,,308.6
31,2015,NonResidential,Other,Seattle Honda,98101,7,Downtown,47.61490582,-122.33040102,1930,1.0,2.0,67224,0,67224,Automobile Dealership,67224.0,,,,,,1388717.0,,9.68
32,2015,NonResidential,Hotel,Homewood Suites -Seattle - Hilton,98101,7,East,47.61300278,-122.32923126,1991,1.0,8.0,158676,30301,128375,Hotel,112676.0,Parking,42000.0,Retail Store,4500.0,,5159342.0,,249.43
33,2015,NonResidential,Hotel,Springhill Suites Seattle Downtown,98101,7,Downtown,47.61806905,-122.33005445,2001,1.0,10.0,171866,38281,133585,Hotel,128909.0,,,,,20.0,11026945.0,,319.73
34,2015,SPS-District K-12,K-12 School,Meany Middle School (Sps-District),98112,3,Central,47.62309371,-122.3053887,1955,1.0,1.0,126351,0,126351,K-12 School,126351.0,,,,,57.0,6283226.0,,244.51
35,2015,NonResidential,Hotel,Hotel Five,98121,7,Downtown,47.61587049,-122.34197968,1978,1.0,5.0,68410,16200,52210,Hotel,47994.0,,,,,60.0,4341706.0,,125.57
36,2015,SPS-District K-12,K-12 School,Jane Adams Junior High (Sps-District),98125,5,North,47.71011498,-122.29379175,1949,1.0,2.0,160645,0,160645,K-12 School,164229.0,,,,,80.0,6387710.0,,260.37
37,2015,SPS-District K-12,K-12 School,John Hay Elementary School (Sps-District),98109,7,Magnolia / Queen Anne,47.63303191,-122.35245717,1989,1.0,2.0,51582,0,51582,K-12 School,55166.0,,,,,94.0,1472548.0,,10.27
38,2015,NonResidential,Small- and Mid-Sized Office,House Of Good Shepherd,98103,4,Lake Union,47.66391557,-122.33172174,1906,1.0,3.0,87262,0,87262,Office,40943.0,K-12 School,18153.0,Other - Entertainment/Public Assembly,4307.0,,3988729.0,,149.39
40,2015,NonResidential,Hotel,Silver Cloud Inn University,98105,4,Northeast,47.66585193,-122.29889419,1994,1.0,4.0,81871,0,81871,Hotel,81871.0,,,,,20.0,7419765.0,,243.37
41,2015,NonResidential,Self-Storage Facility,Qfc / Shurgard Mini Storage / Liquor Store,98105,4,Northeast,47.66270326,-122.29612323,1955,1.0,2.0,126394,0,126394,Self-Storage Facility,26225.0,,,,,77.0,306721.0,,3.71
46,2015,NonResidential,Distribution Center,Seattle Warehouse Office Building,98118,2,Greater Duwamish,47.5106034,-122.29027588,1961,7.0,2.0,714095,0,714095,,,,,,,1.0,47843892.0,,333.54
50,2015,SPS-District K-12,K-12 School,Lawton Elementary School (Sps-District),98199,7,Magnolia / Queen Anne,47.65726207,-122.39065097,1990,1.0,2.0,54986,0,54986,K-12 School,54986.0,,,,,91.0,1655612.0,,28.78
51,2015,SPS-District K-12,K-12 School,Eckstein Middle (Sps-District),98115,4,Northeast,47.68245037,-122.2939354,1950,1.0,2.0,175565,0,175565,K-12 School,182861.0,,,,,88.0,6227419.0,,258.67
52,2015,NonResidential,Small- and Mid-Sized Office,Salmon Bay Center 5305 & 5309,98107,6,Ballard,47.66580963,-122.3860321,1961,1.0,2.0,94900,0,94900,Office,55586.0,Non-Refrigerated Warehouse,39314.0,,,57.0,6043853.0,,123.08
54,2015,NonResidential,K-12 School,Blanchet High School,98103,6,Northwest,47.68894837,-122.33616192,1954,1.0,3.0,175015,0,175015,K-12 School,175015.0,,,,,95.0,7080118.0,,251.72
55,2015,NonResidential,Self-Storage Facility,Mini Stg (Old Skyway Luggage Co),98121,7,Downtown,47.61311034,-122.35096928,1911,1.0,3.0,70586,0,70586,Self-Storage Facility,38439.0,Vocational School,28197.0,Office,3859.0,,2147062.0,,39.87
56,2015,NonResidential,Hotel,Hilton Seattle,98101,7,Downtown,47.60950466,-122.3334029,1969,1.0,24.0,332210,205970,126240,Hotel,348630.0,,,,,68.0,15660628.0,,263.85
57,2015,NonResidential,Large Office,5Th And Pine,98101,7,Downtown,47.61103976,-122.3363484,1973,1.0,5.0,168115,0,168115,Office,103501.0,Retail Store,65676.0,Data Center,354.0,79.0,9213841.0,,64.23
58,2015,NonResidential,Retail Store,Century Square Retail,98101,7,Downtown,47.61076355,-122.337677,1920,1.0,2.0,57428,0,57428,Retail Store,34617.0,Non-Refrigerated Warehouse,13028.0,Other,9783.0,,,,
59,2015,NonResidential,Small- and Mid-Sized Office,Gibraltar Tower,98101,7,Downtown,47.610466,-122.33795929,1910,1.0,8.0,59400,0,59400,Office,34947.0,Retail Store,4993.0,,,,3915947.0,,27.3
60,2015,NonResidential,Mixed Use Property,Mann Building/Wild Ginger/Triple Door,98101,7,Downtown,47.60883331,-122.3374176,1926,1.0,2.0,52549,0,52549,Other - Entertainment/Public Assembly,23500.0,Restaurant,23500.0,Office,5459.0,,15583947.0,,583.41
62,2015,NonResidential,Hotel,Roosevelt Hotel,98101,7,Downtown,47.61229324,-122.33441925,1930,1.0,20.0,98634,10043,88591,Hotel,83591.0,Parking,10043.0,Restaurant,5000.0,46.0,6175812.0,,77.8
65,2015,NonResidential,Hotel,Inn At The Market,98101,7,Downtown,47.60989093,-122.3414255,1985,1.0,7.0,71150,0,71150,Hotel,41340.0,Parking,13730.0,Retail Store,9604.0,99.0,5040382.0,,126.83
66,2015,NonResidential,Hotel,Moore Hotel & Theatre,98101,7,Downtown,47.61155254,-122.3408486,1908,1.0,7.0,122810,0,122810,Hotel,88360.0,Other - Entertainment/Public Assembly,26450.0,Retail Store,8000.0,99.0,5086863.0,,209.92
67,2015,NonResidential,Hotel,Quality Inn & Suites - Seattle,98109,7,Lake Union,47.62037281,-122.3441465,1959,1.0,5.0,113173,42546,70627,,,,,,,86.0,4988241.0,,120.73
68,2015,NonResidential,Hotel,Holiday Inn - Seattle,98109,7,Lake Union,47.6203118,-122.3428044,2000,1.0,7.0,150453,34735,115718,Hotel,107547.0,Restaurant,3000.0,,,83.0,6722886.0,,191.58
69,2015,NonResidential,Hotel,Holiday Inn Express - Downtown Seattle,98109,7,Lake Union,47.62021696,-122.3432115,1997,1.0,6.0,116300,28200,88100,Hotel,88490.0,Parking,28300.0,,,84.0,6014078.0,,170.01
70,2015,NonResidential,Hotel,Homewood Suites Hotel - Seattle,98119,7,Magnolia / Queen Anne,47.62050588,-122.3596901,1998,1.0,6.0,155602,36744,118858,Hotel,155602.0,,,,,81.0,6915293.0,,156.59
73,2015,NonResidential,K-12 School,Seattle Hebrew Acadamy,98112,3,East,47.63445532,-122.3080163,1911,1.0,3.0,56072,0,56072,K-12 School,56072.0,,,,,77.0,3106930.0,,139.62
77,2015,NonResidential,Hotel,Comfort Suites Seattle Center,98109,7,Magnolia / Queen Anne,47.62498256,-122.3445605,1999,1.0,4.0,122942,44891,78051,Hotel,78051.0,Parking,44891.0,,,94.0,5276777.0,,169.49
82,2015,NonResidential,Small- and Mid-Sized Office,Wa Dept Of Social & Health Services,98122,3,Central,47.60841187,-122.3095441,1962,1.0,2.0,54984,0,54984,Office,54984.0,,,,,65.0,3504957.0,,85.51
85,2015,NonResidential,Senior Care Community,Foss Home And Village,98133,5,Northwest,47.72389349,-122.3562998,1970,1.0,2.0,93397,0,93397,Senior Care Community,93397.0,,,,,1.0,16371764.0,,602.0
86,2015,NonResidential,Hotel,Scca - Alliance House,98109,7,Lake Union,47.61990903,-122.3320457,2008,1.0,6.0,84103,20732,63371,Hotel,63371.0,Parking,20732.0,,,68.0,3979132.0,,74.04
87,2015,SPS-District K-12,K-12 School,Arbor Heights Elementary School (Sps-District),98146,1,Southwest,47.50935392,-122.3782222,1948,1.0,2.0,53352,0,53352,K-12 School,53352.0,,,,,,,Low Outlier,
89,2015,NonResidential,Medical Office,"Polyclinic Medical Office, North Building",98122,3,East,47.61249662,-122.3213373,1965,1.0,3.0,179014,0,179014,Medical Office,179014.0,,,,,48.0,18868768.0,,563.78
95,2015,NonResidential,Hotel,Sorrento Hotel,98104,3,East,47.60895788,-122.3268374,1908,1.0,7.0,76631,0,76631,Hotel,76631.0,,,,,24.0,7231928.0,,255.64
96,2015,NonResidential,Mixed Use Property,Puget Sound Blood Center,98104,3,East,47.60831445,-122.3266192,1983,1.0,6.0,187600,18493,169107,Medical Office,40174.0,Parking,20868.0,Office,17020.0,,15240688.0,,444.42
102,2015,NonResidential,Hotel,Marriott Residence Inn,98109,3,Lake Union,47.6263594,-122.333131,1990,1.0,7.0,282863,44766,238097,Hotel,235788.0,Parking,51537.0,,,40.0,18829136.0,,509.18
104,2015,Nonresidential COS,Other,Bagley Wright Theater - Seattle Center,98109,7,Magnolia / Queen Anne,47.62124083,-122.3534322,1962,1.0,1.0,91213,0,91213,Other,65000.0,,,,,,5069854.0,,123.28
106,2015,Nonresidential COS,Other,Armory - Seattle Center,98109,7,Magnolia / Queen Anne,47.62189039,-122.3502752,1938,1.0,5.0,396085,0,396085,Other,278500.0,,,,,,27185096.0,,900.81
110,2015,Nonresidential COS,Other,Exhibition Hall - Seattle Center,98109,7,Magnolia / Queen Anne,47.62393635,-122.35193,1962,1.0,2.0,49680,0,49680,Other,52000.0,,,,,,2632472.0,,96.39
113,2015,NonResidential,Small- and Mid-Sized Office,Kcts 9,98109,7,Magnolia / Queen Anne,47.623925,-122.3483417,1986,1.0,2.0,66240,2352,63888,Office,45900.0,Data Center,5181.0,Distribution Center,4551.0,,4329966.0,,30.19
114,2015,NonResidential,Large Office,Bill & Melinda Gates Foundation,98109,7,Magnolia / Queen Anne,47.62334946,-122.344706,2010,1.0,6.0,920598,303707,616891,Office,729584.0,Parking,185014.0,Other,6000.0,93.0,36681188.0,,634.03
115,2015,NonResidential,Small- and Mid-Sized Office,Scripps Building - 221 First Avenue West,98119,7,Magnolia / Queen Anne,47.62038448,-122.3584269,1970,1.0,4.0,76213,25930,50283,Office,48546.0,Parking,21454.0,Other,2406.0,72.0,3303553.0,,45.83
116,2015,NonResidential,Hotel,The Mediterranean Inn,98109,7,Magnolia / Queen Anne,47.62294488,-122.3571048,2002,1.0,6.0,117738,36934,80804,Hotel,59976.0,Parking,36934.0,,,52.0,5061274.0,,138.68
117,2015,NonResidential,Hotel,University Inn,98105,4,Northeast,47.65774638,-122.3175345,1962,1.0,4.0,50017,0,50017,Hotel,50017.0,Swimming Pool,,,,51.0,5570472.0,,196.34
118,2015,SPS-District K-12,K-12 School,Cooper Elementary School (Sps-District),98106,1,Delridge,47.56261299,-122.3579283,1999,1.0,3.0,74468,0,74468,K-12 School,74768.0,,,,,85.0,1857329.0,,25.2
119,2015,NonResidential,K-12 School,St Joseph K-8 School,98112,3,East,47.6262348,-122.3081985,1923,1.0,3.0,67743,0,67743,K-12 School,67743.0,,,,,43.0,2303288.0,,63.95
120,2015,NonResidential,K-12 School,Holy Names Academy,98112,3,East,47.62595722,-122.304164,1908,1.0,6.0,194104,0,194104,K-12 School,194104.0,,,,,100.0,5889882.0,,229.98
121,2015,NonResidential,Small- and Mid-Sized Office,The 2100 Building,98144,3,Southeast,47.58406769,-122.3012707,2003,1.0,3.0,99433,35752,63681,Office,63681.0,Parking,35752.0,,,71.0,4439034.0,,30.95
122,2015,SPS-District K-12,K-12 School,Muir Elementary School(Sps-District),98144,2,Southeast,47.57334571,-122.2906221,1991,1.0,2.0,58933,0,58933,K-12 School,60725.0,,,,,71.0,2150120.0,,14.99
125,2015,SPS-District K-12,K-12 School,Mercer Jr High School (Sps-District),98108,2,Greater Duwamish,47.56301254,-122.3112112,1957,1.0,1.0,130862,0,130862,K-12 School,132060.0,,,,,65.0,5851209.0,,211.49
127,2015,SPS-District K-12,K-12 School,Orca At Whitworth Elementary School (Sps-District),98118,2,Southeast,47.55446464,-122.2764003,1989,1.0,3.0,59955,0,59955,K-12 School,59955.0,,,,,94.0,1521329.0,,15.1
130,2015,SPS-District K-12,K-12 School,Mcclure Middle (Sps-District),98119,7,Magnolia / Queen Anne,47.6367344,-122.3589452,1964,1.0,2.0,93218,0,93218,K-12 School,93218.0,,,,,84.0,3072599.0,,97.38
131,2015,NonResidential,Other,Centurylink: Lakeview Main,98115,4,Northeast,47.6753048,-122.315342,1941,1.0,4.0,56521,0,56521,Other,49000.0,,,,,,6443260.0,,44.92
132,2015,NonResidential,Other,Roosevelt Square,98115,4,Northeast,47.6756688,-122.3161909,1929,1.0,2.0,206934,0,206934,Other,119146.0,Parking,,,,,4461969.0,,139.24
136,2015,NonResidential,Hotel,Holiday Inn Express - Seattle North,98133,5,Northwest,47.73127184,-122.3462382,2001,1.0,4.0,51390,0,51390,Hotel,51390.0,Parking,,,,86.0,3864699.0,,138.87
137,2015,SPS-District K-12,K-12 School,Broadview Thomson Elementary (Sps-District),98133,5,Northwest,47.72465187,-122.3539331,1963,1.0,2.0,131013,0,131013,K-12 School,131909.0,,,,,88.0,3939221.0,,127.52
138,2015,SPS-District K-12,K-12 School,Ingraham High (Sps-District),98133,5,Northwest,47.72595704,-122.3375948,1959,1.0,1.0,245587,0,245587,K-12 School,245587.0,,,,,95.0,10444297.0,,377.09
139,2015,NonResidential,Hotel,Extended Stay America,98133,5,Northwest,47.72527664,-122.3410974,2002,1.0,3.0,69138,0,69138,Hotel,70609.0,,,,,75.0,3298570.0,,88.4
140,2015,SPS-District K-12,K-12 School,B F Day Elementary (Sps-District),98103,6,Lake Union,47.65474724,-122.3490987,1991,1.0,3.0,66588,0,66588,K-12 School,66588.0,,,,,75.0,2033074.0,,14.17
144,2015,NonResidential,Hotel,Alexis Hotel,98104,7,Downtown,47.60477066,-122.33677673,1904,1.0,5.0,190980,0,190980,Hotel,190980.0,Parking,19051.0,,,97.0,6935723.0,,150.23
145,2015,Nonresidential COS,Other,Benaroya Hall,98101,7,Downtown,47.60810553,-122.3369663,1998,1.0,6.0,284100,0,284100,Other - Entertainment/Public Assembly,189750.0,,,,,,14169301.0,,338.23
148,2015,SPS-District K-12,K-12 School,West Woodland Park Elementary (Sps-District),98107,6,Ballard,47.67031559,-122.3622592,1991,1.0,2.0,55513,0,55513,K-12 School,57904.0,,,,,91.0,1612965.0,,11.24
167,2015,NonResidential,Other,Wing Luke Museum/Kong Yick Bldg.,98104,2,Downtown,47.59809588,-122.3228283,1910,1.0,4.0,72820,0,72820,Museum,58000.0,,,,,,2076630.0,,42.99
168,2015,NonResidential,Hotel,Hampton Inn & Suites,98109,7,Magnolia / Queen Anne,47.62557152,-122.347197,1996,1.0,4.0,162222,14200,148022,Hotel,113702.0,Parking,32692.0,,,75.0,7753080.0,,208.03
169,2015,SPS-District K-12,K-12 School,Franklin High School (Sps-District),98144,2,Southeast,47.57604857,-122.2928463,1990,1.0,4.0,289588,0,289588,K-12 School,289588.0,,,,,92.0,8747819.0,,181.93
170,2015,NonResidential,University,Scc Fine Arts Bldg,98122,3,East,47.61496242,-122.3217405,1915,1.0,3.0,63330,0,63330,College/University,64820.0,,,,,,2755578.0,,60.35
172,2015,Campus,University,South Seattle Community College - Campus Master Id,98106,1,Delridge,47.54550494,-122.3500523,1970,1.0,2.0,441071,0,441071,College/University,483000.0,,,,,,37430780.0,,839.79
173,2015,NonResidential,Small- and Mid-Sized Office,Seattle Children'S Hospital (70Th & Sand Point Admin Bldg),98115,4,Northeast,47.67843749,-122.2641702,2002,1.0,2.0,96300,0,96300,Office,92300.0,Data Center,4944.0,,,,16238985.0,,224.13
174,2015,Nonresidential COS,Other,Csc Vehicle Maintenance (E),98134,2,Greater Duwamish,47.59455098,-122.3218127,1950,1.0,1.0,67356,0,67356,"Repair Services (Vehicle, Shoe, Locksmith, etc)",68359.0,,,,,,6577130.0,,211.33
175,2015,SPS-District K-12,K-12 School,Garfield High (Sps-District),98122,3,Central,47.60502046,-122.3018326,2008,1.0,3.0,254523,0,254523,K-12 School,254523.0,,,,,62.0,13609040.0,,366.61
176,2015,SPS-District K-12,K-12 School,Emerson Elementary School (Sps-District),98118,2,Southeast,47.51466446,-122.2588187,2001,1.0,3.0,78804,0,78804,K-12 School,78804.0,,,,,92.0,2447651.0,,53.45
177,2015,SPS-District K-12,K-12 School,Madrona School (Sps-District),98122,3,Central,47.61229388,-122.2908219,2002,1.0,3.0,66994,0,66994,K-12 School,66994.0,,,,,83.0,2266570.0,,39.29
178,2015,SPS-District K-12,K-12 School,Van Asselt @  (Sps-District),98118,2,Greater Duwamish,47.52933502,-122.28844452,2000,1.0,3.0,98357,0,98357,K-12 School,98357.0,,,,,90.0,3265995.0,,82.55
179,2015,NonResidential,Small- and Mid-Sized Office,Union Gospel Mission Assn,98118,2,Greater Duwamish,47.53830025,-122.2840532,1958,1.0,1.0,54765,0,54765,Office,25765.0,Other,25000.0,,,,4316654.0,,59.61
180,2015,NonResidential,Other,Union Gospel Mission Assn / Hope Place,98118,2,Greater Duwamish,47.53830025,-122.2840532,2009,1.0,5.0,89821,0,89821,Other - Lodging/Residential,46483.0,Office,37938.0,Food Service,4579.0,,2017694.0,,104.17
182,2015,NonResidential,University,Otto Miller Hall,98119,7,Magnolia / Queen Anne,47.65153666,-122.3615464,1980,1.0,2.0,52611,0,52611,College/University,52611.0,,,,,,4399828.0,,105.32
183,2015,NonResidential,Residence Hall,"Emerson Hall, Seattle Pacific University",98119,7,Magnolia / Queen Anne,47.65076266,-122.3638034,2001,1.0,4.0,139600,37500,102100,Residence Hall/Dormitory,135520.0,,,,,88.0,4418055.0,,123.02
185,2015,SPS-District K-12,K-12 School,Nathan Hale High (Sps-District),98125,5,North,47.70783561,-122.294626,2011,1.0,2.0,236758,0,236758,K-12 School,237357.0,Parking,,,,96.0,8050977.0,,202.97
187,2015,NonResidential,Other,Youth Services Center - King County,98122,3,Central,47.60411727,-122.3153334,1971,1.0,6.0,250981,0,250981,Other,137565.0,Courthouse,78357.0,,,,13901935.0,,398.56
189,2015,SPS-District K-12,K-12 School,Greenwood Elementary (Sps-District),98117,6,Northwest,47.68734351,-122.3598407,2002,1.0,3.0,62526,0,62526,K-12 School,62526.0,,,,,97.0,1841968.0,,49.08
190,2015,NonResidential,Small- and Mid-Sized Office,Emerald Services,98108,2,Greater Duwamish,47.5353246,-122.3186034,2007,1.0,3.0,64015,0,64015,Office,30000.0,Non-Refrigerated Warehouse,15000.0,Other - Services,9015.0,19.0,3349666.0,,53.27
194,2015,NonResidential,Retail Store,Northgate Mall Shopping Center Retail Stores  - Active/Primary Id,98125,5,North,47.70752593,-122.3267018,1951,1.0,1.0,530039,0,530039,Retail Store,505103.0,Restaurant,24936.0,,,98.0,29067292.0,,765.56
195,2015,NonResidential,Other,Kindred Hospital,98125,5,North,47.70624752,-122.3217548,1964,1.0,3.0,54224,0,54224,Other/Specialty Hospital,47012.0,,,,,,7613116.0,,249.01
197,2015,NonResidential,Retail Store,Nordstrom- Northgate Mall,98125,5,North,47.70798492,-122.32534027,1965,1.0,4.0,124342,0,124342,Retail Store,122000.0,,,,,75.0,8835104.0,,65.14
198,2015,NonResidential,Hospital,Seattle Children'S Hospital  (Main Campus),98105,4,Northeast,47.66356652,-122.2813832,1953,1.0,10.0,879000,0,879000,Hospital (General Medical & Surgical),879000.0,,,,,13.0,251191824.0,,8046.7
200,2015,NonResidential,Other,Verity Credit Union,98133,5,Northwest,47.70952866,-122.3346575,1996,1.0,3.0,55442,0,55442,Financial Office,28636.0,Parking,15385.0,Medical Office,8644.0,74.0,3091559.0,,80.49
205,2015,SPS-District K-12,K-12 School,Ballard High (Sps-District),98117,6,Ballard,47.67678666,-122.3739682,1999,1.0,2.0,242795,0,242795,K-12 School,242795.0,,,,,82.0,8728584.0,,119.09
209,2015,NonResidential,Self-Storage Facility,Madison Self Storage (Not Part Of Campus),98122,3,East,47.61229181,-122.3170942,1910,1.0,5.0,84870,0,84870,Self-Storage Facility,85521.0,,,,,,1136698.0,,40.35
211,2015,Campus,University,North Seattle Community College Campus Master Id,98103,5,Northwest,47.69879162,-122.3338342,1970,11.0,2.0,694072,111625,582447,College/University,667265.0,,,,,,37117212.0,,440.31
212,2015,SPS-District K-12,K-12 School,Sharples Jr High (Sps-District),98118,2,Southeast,47.54657866,-122.2820193,1952,1.0,2.0,173185,0,173185,K-12 School,173185.0,,,,,72.0,6863464.0,,282.34
214,2015,SPS-District K-12,K-12 School,Boren Jr. High School (Sps-District),98106,1,Delridge,47.54806021,-122.3620019,1963,1.0,1.0,145341,0,145341,K-12 School,139069.0,,,,,77.0,4998015.0,,177.1
215,2015,NonResidential,Warehouse,Rainier Bottling Plant,98108,2,Greater Duwamish,47.54941628,-122.3160421,1904,1.0,4.0,114297,0,114297,Non-Refrigerated Warehouse,114297.0,,,,,67.0,1738724.0,,52.94
216,2015,SPS-District K-12,K-12 School,Rainier Beach High School (Sps-District),98118,2,Southeast,47.52383423,-122.2660141,1960,1.0,2.0,184125,0,184125,K-12 School,184125.0,,,,,89.0,8037287.0,,294.12
217,2015,SPS-District K-12,K-12 School,Whitman Jr High (Sps-District),98117,6,Ballard,47.69689628,-122.3778526,1959,1.0,1.0,160270,0,160270,K-12 School,160270.0,,,,,79.0,5674450.0,,212.02
220,2015,NonResidential,Warehouse,Sears & Others Warehouse #8109,98134,2,Greater Duwamish,47.55860699,-122.3332277,1937,1.0,1.0,234144,0,234144,Non-Refrigerated Warehouse,234144.0,,,,,82.0,7370743.0,,320.35
223,2015,NonResidential,Retail Store,Westwood Village - Bldg A,98126,1,Delridge,47.52131741,-122.3668974,1966,1.0,1.0,64984,0,64984,Retail Store,65425.0,,,,,76.0,2721646.0,,32.75
224,2015,NonResidential,Retail Store,Westwood Village - Bldg B (Includes Qfc),98126,1,Delridge,47.52131741,-122.3668974,1965,1.0,1.0,67745,0,67745,Retail Store,67782.0,,,,,31.0,9560965.0,,368.63
225,2015,SPS-District K-12,K-12 School,Denny/ Sealth Campus (Sps-District),98106,1,Delridge,47.52967421,-122.3666556,2010,1.0,2.0,367884,0,367884,K-12 School,367884.0,,,,,93.0,12263687.0,,271.32
226,2015,SPS-District K-12,K-12 School,Roxhill Elementary School(Sps-District),98126,1,Delridge,47.51791397,-122.3706774,1958,1.0,1.0,46797,0,46797,K-12 School,46797.0,,,,,86.0,1911611.0,,62.2
227,2015,SPS-District K-12,K-12 School,Washington Jr High School(Sps-District),98144,3,Central,47.59792434,-122.3039472,1963,1.0,3.0,136188,0,136188,K-12 School,136188.0,,,,,67.0,5436057.0,,178.5
228,2015,NonResidential,Other,Nordic Heritage Museum (Webster Bldg),98117,6,Ballard,47.67771413,-122.3962337,1973,1.0,3.0,56000,0,56000,Other,56000.0,,,,,,1755264.0,,53.61
229,2015,SPS-District K-12,K-12 School,King (Brighton) Elementary School (Sps-District),98118,2,Southeast,47.54197311,-122.27677917,2004,1.0,2.0,67371,0,67371,K-12 School,67371.0,,,,,92.0,2075833.0,,42.8
230,2015,NonResidential,Self-Storage Facility,U-Haul Rentals & Mini-Storage,98126,1,Southwest,47.54506084,-122.3773622,1969,1.0,2.0,52088,0,52088,Self-Storage Facility,52088.0,,,,,,1186800.0,,39.54
231,2015,SPS-District K-12,K-12 School,Hamilton Middle (Sps-District),98103,4,Lake Union,47.6572102,-122.3375797,2010,1.0,3.0,127776,0,127776,K-12 School,127776.0,,,,,81.0,4213726.0,,56.96
