valid_score_mean,valid_score_std,valid_time_mean,train_score_mean,train_score_std,train_time_mean,data_transfo_time,estimator,iteration
0.5602245040533034,0.04784684854734988,0.0045931339263916016,0.708062508661326,0.009882906499804668,0.21135125160217286,0.26154817700080457,"XGBRegressor(base_score=0.5, booster='gbtree', colsample_bylevel=1,
             colsample_bynode=1, colsample_bytree=0.5200000000000001, gamma=0.1,
             importance_type='gain', learning_rate=0.07, max_delta_step=0,
             max_depth=3, min_child_weight=13, missing=None, n_estimators=150,
             n_jobs=-1, nthread=None, objective='reg:squarederror',
             random_state=42, reg_alpha=0, reg_lambda=1, scale_pos_weight=1,
             seed=None, silent=None, subsample=0.9700000000000002, verbosity=1)",1
0.560137049091777,0.05114551818699365,0.005636835098266601,0.7121685712682074,0.008702514933526367,0.22712306976318358,0.251006831000268,"XGBRegressor(base_score=0.5, booster='gbtree', colsample_bylevel=1,
             colsample_bynode=1, colsample_bytree=0.5900000000000002,
             gamma=0.23, importance_type='gain', learning_rate=0.07,
             max_delta_step=0, max_depth=3, min_child_weight=13, missing=None,
             n_estimators=150, n_jobs=-1, nthread=None,
             objective='reg:squarederror', random_state=42, reg_alpha=0,
             reg_lambda=1, scale_pos_weight=1, seed=None, silent=None,
             subsample=0.8400000000000001, verbosity=1)",2
0.5618344804459631,0.053474067829058995,0.004306221008300781,0.7087045848770123,0.009696518593766936,0.19511256217956544,0.2508469790009258,"XGBRegressor(base_score=0.5, booster='gbtree', colsample_bylevel=1,
             colsample_bynode=1, colsample_bytree=0.4700000000000001,
             gamma=0.32, importance_type='gain', learning_rate=0.07,
             max_delta_step=0, max_depth=3, min_child_weight=13, missing=None,
             n_estimators=150, n_jobs=-1, nthread=None,
             objective='reg:squarederror', random_state=42, reg_alpha=0,
             reg_lambda=1, scale_pos_weight=1, seed=None, silent=None,
             subsample=0.9200000000000002, verbosity=1)",3
0.5623212169375316,0.05166129532092678,0.004762411117553711,0.7134491166645585,0.009408649475406757,0.2396477699279785,0.2707176170006278,"XGBRegressor(base_score=0.5, booster='gbtree', colsample_bylevel=1,
             colsample_bynode=1, colsample_bytree=0.6300000000000002,
             gamma=0.05, importance_type='gain', learning_rate=0.07,
             max_delta_step=0, max_depth=3, min_child_weight=13, missing=None,
             n_estimators=150, n_jobs=-1, nthread=None,
             objective='reg:squarederror', random_state=42, reg_alpha=0,
             reg_lambda=1, scale_pos_weight=1, seed=None, silent=None,
             subsample=0.7, verbosity=1)",4
0.5583385511676402,0.05363279833818085,0.004546260833740235,0.7060024992115905,0.00880584106854485,0.19715566635131837,0.27197058599995216,"XGBRegressor(base_score=0.5, booster='gbtree', colsample_bylevel=1,
             colsample_bynode=1, colsample_bytree=0.4600000000000001, gamma=0.3,
             importance_type='gain', learning_rate=0.07, max_delta_step=0,
             max_depth=3, min_child_weight=13, missing=None, n_estimators=150,
             n_jobs=-1, nthread=None, objective='reg:squarederror',
             random_state=42, reg_alpha=0, reg_lambda=1, scale_pos_weight=1,
             seed=None, silent=None, subsample=0.8300000000000001, verbosity=1)",5
0.5624331672382187,0.052390397068622724,0.004328155517578125,0.7147319502297371,0.010426134773484292,0.22473349571228027,0.2511236620011914,"XGBRegressor(base_score=0.5, booster='gbtree', colsample_bylevel=1,
             colsample_bynode=1, colsample_bytree=0.5800000000000002,
             gamma=0.01, importance_type='gain', learning_rate=0.07,
             max_delta_step=0, max_depth=3, min_child_weight=13, missing=None,
             n_estimators=150, n_jobs=-1, nthread=None,
             objective='reg:squarederror', random_state=42, reg_alpha=0,
             reg_lambda=1, scale_pos_weight=1, seed=None, silent=None,
             subsample=0.9100000000000001, verbosity=1)",6
0.5623325480270625,0.05342685978444092,0.004524898529052734,0.7113922670893986,0.00827578678220371,0.2289130687713623,0.2602323669998441,"XGBRegressor(base_score=0.5, booster='gbtree', colsample_bylevel=1,
             colsample_bynode=1, colsample_bytree=0.5900000000000002,
             gamma=0.12, importance_type='gain', learning_rate=0.07,
             max_delta_step=0, max_depth=3, min_child_weight=13, missing=None,
             n_estimators=150, n_jobs=-1, nthread=None,
             objective='reg:squarederror', random_state=42, reg_alpha=0,
             reg_lambda=1, scale_pos_weight=1, seed=None, silent=None,
             subsample=0.8200000000000001, verbosity=1)",7
0.561111444156787,0.052690861099359984,0.004304409027099609,0.7080616327719087,0.008446842707726865,0.19950485229492188,0.2653122979972977,"XGBRegressor(base_score=0.5, booster='gbtree', colsample_bylevel=1,
             colsample_bynode=1, colsample_bytree=0.4600000000000001,
             gamma=0.11, importance_type='gain', learning_rate=0.07,
             max_delta_step=0, max_depth=3, min_child_weight=13, missing=None,
             n_estimators=150, n_jobs=-1, nthread=None,
             objective='reg:squarederror', random_state=42, reg_alpha=0,
             reg_lambda=1, scale_pos_weight=1, seed=None, silent=None,
             subsample=0.8400000000000001, verbosity=1)",8
0.5624128716609493,0.051267628458732825,0.004409885406494141,0.708711641743284,0.00805692168573699,0.21126327514648438,0.26156689500203356,"XGBRegressor(base_score=0.5, booster='gbtree', colsample_bylevel=1,
             colsample_bynode=1, colsample_bytree=0.5200000000000001,
             gamma=0.28, importance_type='gain', learning_rate=0.07,
             max_delta_step=0, max_depth=3, min_child_weight=13, missing=None,
             n_estimators=150, n_jobs=-1, nthread=None,
             objective='reg:squarederror', random_state=42, reg_alpha=0,
             reg_lambda=1, scale_pos_weight=1, seed=None, silent=None,
             subsample=0.78, verbosity=1)",9
0.5627916180838304,0.050578963183238804,0.004467582702636719,0.7119804001825286,0.007884029621396936,0.21505956649780272,0.2652462149999337,"XGBRegressor(base_score=0.5, booster='gbtree', colsample_bylevel=1,
             colsample_bynode=1, colsample_bytree=0.5700000000000002,
             gamma=0.13, importance_type='gain', learning_rate=0.07,
             max_delta_step=0, max_depth=3, min_child_weight=13, missing=None,
             n_estimators=150, n_jobs=-1, nthread=None,
             objective='reg:squarederror', random_state=42, reg_alpha=0,
             reg_lambda=1, scale_pos_weight=1, seed=None, silent=None,
             subsample=0.78, verbosity=1)",10
